Cpu usado (%),Memória usada (MiB)
7.083333333333333,2.10546875
9.5,72.51171875
14.083333333333334,87.7109375
11.083333333333334,87.87109375
12.825000000000001,87.95703125
12.825000000000001,88.01953125
10.75,88.0859375
11.0,88.1484375
13.825000000000001,88.19140625
11.166666666666666,88.23828125
11.916666666666666,88.28125
13.166666666666666,88.31640625
14.575000000000001,88.359375
15.333333333333334,88.3984375
10.5,88.43359375
12.325000000000001,88.46484375
14.575000000000001,88.48828125
14.666666666666666,88.53125
12.916666666666666,88.5703125
14.083333333333334,88.61328125
11.075000000000001,88.65625
11.325000000000001,88.703125
14.158333333333333,88.734375
11.741666666666667,88.76953125
12.158333333333333,88.80859375
12.491666666666667,88.8359375
14.575000000000001,88.8828125
14.575000000000001,88.91796875
12.833333333333334,88.94921875
9.741666666666667,88.9921875
10.916666666666666,89.02734375
11.333333333333334,89.06640625
13.083333333333334,89.10546875
13.583333333333334,89.14453125
11.833333333333334,89.17578125
12.0,89.21484375
15.166666666666666,89.26171875
10.916666666666666,89.30078125
12.241666666666667,89.3359375
12.741666666666667,89.3671875
12.833333333333334,89.40234375
12.916666666666666,89.4453125
11.083333333333334,89.48046875
11.658333333333333,89.5078125
11.5,89.55078125
13.408333333333333,89.58203125
13.075000000000001,89.6171875
11.741666666666667,89.65625
11.491666666666667,89.69140625
13.741666666666667,89.74609375
11.991666666666667,89.76171875
12.333333333333334,89.79296875
12.741666666666667,89.828125
15.166666666666666,89.8671875
16.241666666666667,89.89453125
14.325000000000001,89.93359375
16.075,89.96875
12.333333333333334,90.00390625
10.408333333333333,90.04296875
10.25,90.08984375
13.658333333333333,90.109375
9.583333333333334,90.1484375
10.325000000000001,90.18359375
12.0,90.21484375
11.916666666666666,90.2578125
10.991666666666667,90.2890625
13.408333333333333,90.3203125
13.25,90.35546875
11.916666666666666,90.390625
15.491666666666667,90.41796875
12.241666666666667,90.4609375
14.25,90.49609375
12.408333333333333,90.53125
10.666666666666666,90.609375
12.491666666666667,90.65234375
14.408333333333333,90.671875
11.0,90.74609375
11.825000000000001,90.80078125
14.158333333333333,90.80859375
13.416666666666666,90.8359375
9.916666666666666,90.921875
10.666666666666666,90.93359375
13.408333333333333,91.04296875
13.416666666666666,91.1484375
9.833333333333334,91.1484375
15.166666666666666,91.15234375
13.666666666666666,91.17578125
9.5,91.21484375
11.75,91.32421875
10.991666666666667,91.359375
12.25,91.4140625
13.908333333333333,91.46484375
14.241666666666667,91.53515625
13.491666666666667,91.5703125
14.583333333333334,91.671875
12.916666666666666,91.83203125
12.75,91.87109375
10.25,91.8984375
13.333333333333334,91.92578125
16.416666666666668,92.01953125
10.916666666666666,92.07421875
11.833333333333334,92.21484375
11.825000000000001,92.25
15.575000000000001,92.35546875
12.158333333333333,92.41015625
11.333333333333334,92.4375
9.666666666666666,92.48046875
12.166666666666666,171.828125
9.666666666666666,171.9453125
12.083333333333334,171.96875
10.166666666666666,172.046875
9.75,172.19140625
12.166666666666666,172.2265625
16.416666666666668,172.2734375
8.916666666666666,172.36328125
12.0,172.546875
12.0,172.76171875
12.908333333333333,172.8984375
11.416666666666666,172.90234375
10.166666666666666,172.90625
12.583333333333334,172.9609375
10.491666666666667,173.015625
12.5,173.171875
9.575000000000001,173.171875
9.5,173.171875
9.575000000000001,173.20703125
8.666666666666666,173.25
12.083333333333334,173.37109375
9.325000000000001,173.45703125
13.083333333333334,173.45703125
10.0,173.47265625
8.833333333333334,173.51953125
9.333333333333334,173.5625
9.491666666666667,173.64453125
11.833333333333334,173.78515625
10.666666666666666,173.83984375
10.666666666666666,173.83984375
11.083333333333334,173.84765625
9.916666666666666,173.8828125
12.833333333333334,174.0
11.083333333333334,174.10546875
11.166666666666666,174.10546875
12.158333333333333,174.10546875
10.0,174.14453125
11.75,174.18359375
10.658333333333333,174.29296875
11.333333333333334,174.3671875
10.158333333333333,174.37109375
10.575000000000001,174.3828125
9.825000000000001,174.4140625
10.416666666666666,174.48828125
13.158333333333333,174.59375
12.741666666666667,174.66015625
9.083333333333334,174.6640625
11.908333333333333,174.69140625
12.75,174.7265625
10.333333333333334,174.83203125
11.666666666666666,174.9296875
14.166666666666666,174.9296875
9.916666666666666,174.9296875
10.741666666666667,174.96875
12.741666666666667,175.01171875
9.408333333333333,175.09765625
12.333333333333334,175.234375
12.908333333333333,175.25390625
13.241666666666667,175.2578125
9.666666666666666,175.28515625
9.583333333333334,175.32421875
9.083333333333334,175.41015625
10.916666666666666,175.53515625
9.491666666666667,175.53515625
10.325000000000001,175.5390625
10.916666666666666,175.578125
10.083333333333334,175.59765625
9.825000000000001,175.70703125
10.916666666666666,175.8046875
11.991666666666667,175.80859375
12.333333333333334,175.81640625
13.741666666666667,175.84375
11.741666666666667,175.875
14.658333333333333,175.87890625
11.991666666666667,175.92578125
9.908333333333333,175.98828125
12.166666666666666,176.09375
10.75,176.2109375
10.333333333333334,176.28125
12.083333333333334,176.28125
10.825000000000001,176.3046875
12.991666666666667,176.34375
14.741666666666667,176.43359375
10.25,176.43359375
11.583333333333334,176.47265625
10.908333333333333,176.50390625
9.75,176.59375
10.5,176.703125
10.083333333333334,176.79296875
11.083333333333334,176.79296875
10.5,176.79296875
9.333333333333334,176.82421875
9.5,176.87109375
15.158333333333333,176.95703125
8.916666666666666,176.96484375
11.583333333333334,176.99609375
10.333333333333334,177.0234375
11.916666666666666,177.13671875
11.0,177.140625
11.583333333333334,177.1640625
11.5,177.21484375
9.833333333333334,177.296875
9.583333333333334,177.4375
12.75,177.5390625
10.491666666666667,176.7109375
10.333333333333334,176.77734375
12.666666666666666,176.80078125
9.5,176.84375
11.25,176.9375
10.25,177.03125
10.825000000000001,177.03125
9.991666666666667,177.03515625
10.325000000000001,177.0625
11.075000000000001,177.09765625
12.25,177.21484375
11.916666666666666,177.31640625
10.25,177.31640625
9.916666666666666,177.3203125
9.825000000000001,177.36328125
10.241666666666667,177.3984375
11.158333333333333,177.5
9.825000000000001,177.59375
10.575000000000001,177.59375
10.083333333333334,177.6015625
8.416666666666666,177.62109375
10.241666666666667,177.66796875
11.583333333333334,177.7734375
12.416666666666666,177.859375
11.75,177.86328125
10.5,177.90234375
11.583333333333334,177.91015625
10.083333333333334,177.95703125
10.25,178.06640625
9.825000000000001,178.12890625
10.583333333333334,178.12890625
9.583333333333334,178.140625
9.325000000000001,178.171875
9.5,178.2265625
11.916666666666666,178.328125
14.0,178.37890625
11.0,178.37890625
8.916666666666666,178.40625
11.25,178.44140625
10.491666666666667,178.46875
11.25,178.55859375
11.825000000000001,178.65625
9.75,178.66015625
10.5,178.6640625
9.575000000000001,178.6953125
11.166666666666666,178.734375
11.166666666666666,178.828125
13.666666666666666,178.93359375
9.25,178.93359375
10.083333333333334,178.93359375
10.083333333333334,178.9609375
10.583333333333334,179.0234375
12.741666666666667,179.140625
10.166666666666666,179.20703125
11.408333333333333,179.2109375
10.333333333333334,179.21875
10.75,179.24609375
10.741666666666667,179.265625
11.241666666666667,179.3671875
11.491666666666667,179.4296875
12.991666666666667,179.43359375
10.5,179.453125
10.825000000000001,179.4921875
10.916666666666666,179.546875
8.833333333333334,179.68359375
11.25,179.68359375
10.583333333333334,179.68359375
10.908333333333333,179.71875
10.416666666666666,179.734375
9.5,179.7890625
12.083333333333334,179.88671875
13.741666666666667,179.984375
10.0,179.984375
10.5,179.99609375
9.083333333333334,180.0234375
9.25,180.10546875
11.75,180.23828125
9.825000000000001,180.26171875
12.583333333333334,180.265625
11.666666666666666,180.296875
10.825000000000001,180.31640625
12.741666666666667,180.43359375
11.583333333333334,180.5234375
12.416666666666666,180.5234375
9.166666666666666,180.54296875
11.416666666666666,180.56640625
11.158333333333333,180.59375
11.583333333333334,180.73046875
10.991666666666667,180.73828125
11.075000000000001,180.73828125
8.408333333333333,180.75
10.5,180.80078125
11.25,180.890625
10.916666666666666,180.984375
10.0,180.98828125
9.166666666666666,180.98828125
9.908333333333333,181.01953125
9.25,181.1015625
13.991666666666667,181.2109375
12.833333333333334,181.234375
11.0,181.23828125
11.083333333333334,181.26171875
11.5,181.2890625
9.991666666666667,181.375
11.158333333333333,181.46484375
11.583333333333334,181.46484375
11.0,181.46875
11.833333333333334,181.51171875
12.241666666666667,181.58203125
11.083333333333334,181.69140625
12.166666666666666,181.74609375
12.416666666666666,181.74609375
8.916666666666666,181.76953125
9.166666666666666,181.8125
10.908333333333333,181.921875
13.666666666666666,182.01171875
12.25,182.01171875
8.991666666666667,182.03125
9.833333333333334,182.0625
11.666666666666666,182.09765625
9.333333333333334,182.16796875
10.666666666666666,182.265625
10.5,182.26953125
9.825000000000001,182.26953125
10.491666666666667,182.29296875
9.666666666666666,182.3828125
11.575000000000001,182.484375
10.325000000000001,182.5625
10.666666666666666,182.63671875
9.5,182.63671875
9.833333333333334,182.63671875
9.333333333333334,182.66015625
9.25,182.69921875
11.75,182.7421875
11.666666666666666,182.8203125
10.083333333333334,182.8203125
11.666666666666666,182.8203125
10.166666666666666,182.84375
9.658333333333333,182.90625
11.916666666666666,183.03515625
15.583333333333334,183.06640625
9.158333333333333,183.06640625
9.991666666666667,183.0859375
9.166666666666666,183.11328125
9.833333333333334,183.18359375
11.083333333333334,183.26953125
9.833333333333334,183.31640625
11.408333333333333,183.3203125
11.583333333333334,183.34375
10.25,183.3671875
9.916666666666666,183.44921875
12.833333333333334,183.53515625
11.916666666666666,183.578125
11.158333333333333,183.578125
12.0,183.609375
10.0,183.640625
10.833333333333334,183.76171875
10.25,183.828125
9.825000000000001,183.828125
10.916666666666666,183.85546875
10.583333333333334,183.8828125
9.0,183.953125
11.658333333333333,184.03515625
10.575000000000001,184.109375
10.408333333333333,184.11328125
9.908333333333333,184.11328125
9.408333333333333,184.1328125
9.416666666666666,184.1796875
10.158333333333333,184.265625
17.658333333333335,184.3359375
10.833333333333334,184.3359375
9.158333333333333,184.359375
8.5,184.3828125
11.25,184.4375
10.666666666666666,184.515625
11.166666666666666,184.6015625
10.916666666666666,184.61328125
10.075000000000001,184.6171875
12.583333333333334,184.640625
13.083333333333334,184.72265625
13.083333333333334,184.8203125
10.833333333333334,184.86328125
13.991666666666667,184.86328125
9.991666666666667,184.890625
10.666666666666666,184.93359375
10.916666666666666,185.015625
12.241666666666667,185.125
10.408333333333333,185.125
10.25,185.125
10.083333333333334,185.15234375
9.666666666666666,185.19140625
9.825000000000001,185.28515625
14.075000000000001,185.37890625
8.741666666666667,185.37890625
10.908333333333333,185.3828125
11.416666666666666,185.40234375
10.083333333333334,185.47265625
10.575000000000001,185.5703125
11.333333333333334,185.62109375
12.241666666666667,185.625
9.825000000000001,185.65625
10.25,185.734375
11.075000000000001,185.84375
10.416666666666666,185.94140625
10.408333333333333,185.9453125
10.908333333333333,185.9453125
10.416666666666666,185.96875
9.491666666666667,186.0078125
12.158333333333333,186.08984375
12.833333333333334,186.1796875
12.333333333333334,186.1796875
10.75,186.1796875
12.158333333333333,186.1953125
10.575000000000001,186.28125
11.658333333333333,186.39453125
9.658333333333333,186.44140625
10.583333333333334,186.44140625
10.083333333333334,186.4609375
11.158333333333333,186.4921875
11.575000000000001,186.55078125
10.0,186.65625
12.0,186.68359375
10.75,186.68359375
8.666666666666666,186.7109375
10.25,186.75
9.416666666666666,186.8671875
14.5,186.9765625
11.666666666666666,186.9765625
12.666666666666666,186.98046875
11.583333333333334,187.0078125
11.741666666666667,187.07421875
9.833333333333334,187.19921875
10.158333333333333,187.296875
11.166666666666666,187.296875
12.0,187.30078125
9.5,187.33203125
10.916666666666666,187.3515625
9.833333333333334,187.41796875
11.333333333333334,187.4921875
9.583333333333334,187.4921875
10.158333333333333,187.5
11.241666666666667,187.53125
10.25,187.56640625
12.083333333333334,187.67578125
